,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_workin_gyears,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_departament,remote_work
489,39,False,,505.0, Research & Development ,2,4,,343.0,3,F,64,3,3, HEALThCaRe rePResEnTaTivE ,3,Single,10938.0,6420,0,,False,0.25,4.0,4,,0,20.0,1,3.0,19,,11,8,10938.0,1984,1000000000.0,Research & Development,False
490,42,False,rarely,269.0,,2,3,Medical,351.0,4,F,56,2,1, labORAtOry tecHnICiAn ,1,Divorced,2593.0,8007,0,,True,0.11,3.0,3,80.0,1,10.0,4,3.0,9,,7,8,2593.0,1981,1000000000.0,nan,
491,33,False,frequently,553.0, Research & Development ,5,4,,428.0,4,F,74,3,3, mAnAgEr ,2,Married,11878.0,23364,6,True,,0.11,,2,80.0,2,12.0,2,3.0,10,,8,8,11878.0,1990,1000000000.0,Research & Development,
492,35,False,rarely,1296.0,,5,4,Technical Degree,464.0,3,M,62,3,3, manUfacTUriNg dirEctOr ,2,Single,8095.0,18264,0,,False,0.13,3.0,4,80.0,0,17.0,5,3.0,16,,0,13,8095.0,1988,1000000000.0,nan,True
493,33,True,rarely,1277.0,,15,1,Medical,,2,M,56,3,3, MaNager ,3,Married,,24619,7,,,0.12,3.0,4,,0,15.0,2,4.0,7,,7,7,,1990,1000000000.0,nan,
494,40,False,rarely,302.0,,6,3,Life Sciences,,2,F,75,3,4, ManuFACTurInG dIreCToR ,3,Single,,20364,7,,False,0.15,3.0,3,,0,22.0,3,3.0,20,,5,13,,1983,1000000000.0,nan,False
495,41,False,rarely,427.0,,10,4,Human Resources,731.0,2,M,73,2,5, mANager ,4,Divorced,,8861,3,True,False,0.15,3.0,2,,3,23.0,2,2.0,21,,12,6,,1982,1000000000.0,nan,False
496,27,False,,975.0,,7,3,,764.0,4,F,55,2,2, heAlthCARE REPresentAtivE ,1,,,23398,8,,False,0.19,3.0,1,,0,,2,1.0,7,,0,7,,1996,1000000000.0,nan,False
497,52,False,rarely,621.0,,3,4,Marketing,,3,M,31,2,4, mANager ,1,,16856.0,10084,1,,,0.11,3.0,1,,0,,3,4.0,34,,1,16,16856.0,1971,1000000000.0,nan,True
498,51,False,rarely,1318.0,,26,4,Marketing,851.0,1,F,66,3,4, MaNaGer ,3,Married,,5594,2,,False,0.14,3.0,3,,1,,2,2.0,20,,4,17,,1972,1000000000.0,nan,False
499,47,False,rarely,249.0,,2,2,Marketing,903.0,3,F,35,3,2, sAlEs ExECUtiVE ,4,,4537.0,17783,0,,,0.22,4.0,1,,1,8.0,2,3.0,7,,7,7,4537.0,1976,1000000000.0,nan,True
500,50,False,no,881.0, Research & Development ,2,4,,905.0,1,M,98,3,4, MaNageR ,1,Divorced,17924.0,4544,1,True,,0.11,3.0,4,,1,31.0,3,3.0,31,,14,7,17924.0,1973,1000000000.0,Research & Development,False
501,35,False,rarely,1137.0, Research & Development ,21,1,Life Sciences,942.0,4,F,51,3,2, HeAlThCarE rEpreSentatiVe ,4,Married,4014.0,19170,1,,,0.25,4.0,4,,1,10.0,2,1.0,10,,0,7,4014.0,1988,1000000000.0,Research & Development,
502,39,False,rarely,466.0,,1,1,,1026.0,4,F,65,2,4, MANuFaCTURiNG DIrEctOr ,4,Married,12742.0,7060,1,,False,0.16,3.0,3,,1,,3,3.0,21,,11,8,12742.0,1984,1000000000.0,nan,
503,39,False,frequently,945.0,,22,3,Medical,,4,F,82,3,3, MaNUFaCtURINg dIrEcToR ,1,Single,,5083,1,,,0.13,3.0,3,,0,,2,3.0,21,,2,8,,1984,1000000000.0,nan,False
504,41,False,,509.0,,7,2,,1085.0,2,F,43,4,1, reseaRcH SCIEnTisT ,3,,3376.0,18863,1,,False,0.13,3.0,3,80.0,0,,3,3.0,10,,0,8,3376.0,1982,1000000000.0,nan,False
505,44,True,,1376.0, Human Resources ,1,2,Medical,,2,M,91,2,3, HUMAN ResoURCeS ,1,Married,10482.0,2326,9,,False,0.14,,4,80.0,1,24.0,1,3.0,20,,3,6,10482.0,1979,1000000000.0,Human Resources,True
506,42,False,,469.0,,2,2,Medical,1109.0,4,M,35,3,4, MAnagER ,1,,,14399,0,,False,0.17,3.0,4,,1,23.0,3,3.0,22,,13,7,,1981,1000000000.0,nan,False
507,52,False,rarely,994.0,,7,4,Life Sciences,1118.0,2,M,87,3,3, healThCaRE RepREsEntAtIve ,2,Single,,15322,7,True,,0.19,3.0,4,,0,18.0,4,,8,,4,0,,1971,1000000000.0,nan,True
508,38,False,,433.0,,1,3,,1152.0,3,M,37,4,1, hUmAN ReSouRCes ,3,,,6004,1,,False,0.13,3.0,4,,1,7.0,2,4.0,7,,5,0,,1985,1000000000.0,nan,True
509,46,False,,991.0, Human Resources ,1,2,Life Sciences,,4,F,44,3,1, huMAn ResOurces ,1,,,22957,6,,,0.12,3.0,3,80.0,0,10.0,3,4.0,7,,5,7,,1977,1000000000.0,Human Resources,
510,35,False,,482.0,,4,4,Life Sciences,1350.0,3,M,87,3,2, rESEArCh sCIEnTiST ,3,Single,4249.0,2690,1,,,0.11,3.0,2,,0,,3,3.0,9,,1,1,4249.0,1988,1000000000.0,nan,False
511,28,False,rarely,1083.0, Research & Development ,29,1,Life Sciences,1514.0,3,M,96,1,2, mANUfacTURiNG dIRectOR ,2,Married,6549.0,3173,1,,,0.14,,2,,2,8.0,2,2.0,8,,1,7,6549.0,1995,1000000000.0,Research & Development,True
512,44,False,,136.0,,28,3,Life Sciences,1523.0,4,M,32,3,4, resEaRCh dIrEcTOR ,1,Married,,22074,3,,False,0.13,3.0,3,,1,,1,4.0,20,,14,17,,1979,1000000000.0,nan,True
513,50,False,,333.0,,22,5,,1539.0,3,M,88,1,4, ReseaRCh directoR ,4,,14411.0,24450,1,,,0.13,3.0,4,,0,,2,3.0,32,,13,9,14411.0,1973,1000000000.0,nan,False
514,55,False,rarely,685.0,,23,5,Marketing,,3,M,60,2,5, MAnagER ,4,,19586.0,23037,1,True,False,0.21,4.0,3,80.0,1,36.0,3,3.0,36,,2,13,19586.0,1968,1000000000.0,nan,True
515,39,False,,1462.0, Sales ,6,3,,1588.0,4,M,38,4,3, saLES eXEcUTiVE ,3,Married,8237.0,4658,2,True,False,0.11,3.0,1,,1,11.0,3,3.0,7,,7,6,8237.0,1984,1000000000.0,Sales,
516,49,False,,722.0, Research & Development ,13,4,,1617.0,13,F,84,3,1, labORaTORY teChNIcIaN ,1,,3211.0,22102,1,,,0.14,3.0,4,,1,10.0,3,2.0,9,,1,4,3211.0,1974,1000000000.0,Research & Development,
517,45,False,,,,28,2,Technical Degree,1719.0,4,F,48,2,4, rESeaRch DiREctor ,2,Single,16704.0,17119,1,,,0.11,,3,,0,21.0,2,3.0,21,6.0,8,6,16704.0,1978,1000000000.0,nan,False
518,46,False,,1277.0,,2,3,,,3,M,74,3,3, saleS ExeCUTIVe ,4,,,5596,4,,,0.12,3.0,2,,1,,5,2.0,10,,0,3,,1977,1000000000.0,nan,False
519,27,False,,1131.0,,15,3,,1870.0,4,F,77,2,1, ResEarCh SCiEnTist ,1,Married,4774.0,23844,0,,False,0.19,3.0,4,,1,,2,,7,,7,3,4774.0,1996,1000000000.0,nan,False
520,42,False,rarely,300.0,,2,3,,2031.0,1,M,56,3,5, ManagEr ,3,Married,,17312,5,,,0.11,3.0,1,,0,24.0,2,2.0,22,,4,14,,1981,1000000000.0,nan,True
521,49,False,,1023.0, Sales ,2,3,,2065.0,4,M,63,2,2, saLes eXeCUTivE ,2,Married,,13243,2,,,0.14,3.0,4,80.0,0,17.0,3,2.0,9,,0,8,,1974,1000000000.0,Sales,
522,29,False,rarely,153.0,,15,2,Life Sciences,15.0,4,F,49,2,2, laborAtOry tEChniCIAn ,3,Single,,12682,0,,True,0.12,3.0,4,,0,10.0,3,3.0,9,,0,8,,1994,1000000000.0,nan,
523,34,False,no,1065.0,,12,4,Marketing,60.0,12,M,72,3,2, SalES exECutIVe ,3,,4568.0,10034,0,True,False,0.2,4.0,3,,0,,2,3.0,9,,8,7,4568.0,1989,1000000000.0,nan,False
524,37,False,,1115.0,,1,4,,,1,M,51,2,2, manUFACtURinG DIREcTOR ,3,Divorced,5993.0,2689,1,,False,0.18,3.0,3,80.0,1,,2,,7,,0,7,5993.0,1986,1000000000.0,nan,False
525,36,False,,1195.0,,11,3,,85.0,2,M,95,2,2, ManUFaCtURInG dIReCToR ,2,Single,6499.0,22656,1,True,False,0.13,3.0,3,,0,6.0,3,3.0,6,,0,3,6499.0,1987,1000000000.0,nan,
526,45,False,,1316.0,,29,3,,,3,M,83,3,1, rESEArch SciEntIST ,4,Single,3452.0,9752,5,,,0.13,3.0,2,,0,9.0,2,2.0,6,,0,3,3452.0,1978,1000000000.0,nan,True
527,29,False,rarely,665.0,,15,3,,346.0,3,M,60,3,1, reSearch sCienTiSt ,4,,,22673,1,,False,0.19,3.0,1,,0,6.0,1,3.0,6,,1,5,,1994,1000000000.0,nan,False
528,26,False,,1479.0,,1,3,,384.0,3,F,84,3,2, manUFaCTUriNg DIrectOR ,2,,6397.0,26767,1,,False,0.2,4.0,1,80.0,1,6.0,6,1.0,6,,1,4,6397.0,1997,1000000000.0,nan,False
529,28,False,,304.0,,9,4,Life Sciences,498.0,2,M,92,3,2, saLes exEcutiVE ,4,Single,,20750,1,True,False,0.16,3.0,4,,0,,1,3.0,7,,0,7,,1995,1000000000.0,nan,True
530,42,False,frequently,1368.0,,30,4,Technical Degree,551.0,4,F,,2,2, HeALthcare RePREsENTativE ,4,Married,,4386,0,True,False,0.11,3.0,4,80.0,3,7.0,4,4.0,6,,0,4,,1981,1000000000.0,nan,True
531,31,False,rarely,828.0, Sales ,2,1,Life Sciences,604.0,2,M,77,3,2, Sales exECutIVE ,4,,,8346,4,,True,0.13,3.0,3,80.0,0,10.0,2,4.0,6,,0,5,,1992,1000000000.0,Sales,
532,37,False,rarely,799.0,,47,3,,,47,F,59,3,3, MAnUfaCTUrINg dIrEctor ,4,Single,,23848,4,True,,0.17,3.0,4,,0,,3,4.0,6,,1,2,,1986,1000000000.0,nan,True
533,37,False,no,142.0,,9,4,,626.0,1,M,69,3,3, sALES ExEcUTiVE ,2,Divorced,,24666,1,True,False,0.13,3.0,4,,1,9.0,6,3.0,9,,7,7,,1986,1000000000.0,nan,False
534,37,False,rarely,446.0,,1,4,Life Sciences,,2,F,65,3,2, mANUfacTurING dirECtOr ,2,Married,,15701,6,,,0.12,3.0,2,,1,8.0,2,2.0,6,,4,3,,1986,1000000000.0,nan,False
535,24,False,rarely,691.0,,23,3,Medical,,2,M,89,4,1, REseaRCH SCiEntIst ,4,,2725.0,21630,1,,,0.11,3.0,2,,2,,3,3.0,6,,1,4,2725.0,1999,1000000000.0,nan,True
536,50,False,,1246.0,,3,3,,644.0,1,M,99,3,5, manaGer ,2,Married,,7999,1,,False,0.11,3.0,3,80.0,1,,2,3.0,32,,10,7,,1973,1000000000.0,nan,False
537,34,False,,254.0,,1,2,Life Sciences,649.0,2,M,83,2,1, RESEarCh SCIeNtIst ,4,,3622.0,22794,1,,True,0.13,3.0,4,,1,6.0,3,3.0,6,,1,3,3622.0,1989,1000000000.0,nan,
538,27,False,frequently,1410.0,,3,1,Medical,714.0,4,F,71,4,2, saLES ExecUTIvE ,4,,,16673,1,,,0.2,,2,80.0,2,,3,3.0,6,,0,4,,1996,1000000000.0,nan,False
539,25,False,,883.0, Sales ,42,1,,781.0,42,F,32,3,2, saleS eXEcuTIvE ,4,Single,6180.0,22807,1,True,False,0.23,4.0,2,,0,6.0,5,2.0,6,,1,4,6180.0,1998,1000000000.0,Sales,False
540,34,False,,304.0, Sales ,25,3,Other,,4,M,60,3,2, SALes ExeCUtive ,4,Single,6274.0,18686,1,True,False,0.22,4.0,3,,0,6.0,5,3.0,6,,1,4,6274.0,1989,1000000000.0,Sales,True
541,34,False,,121.0, Research & Development ,2,4,,804.0,3,F,86,2,1, reSearCH SCieNtIst ,1,,4381.0,7530,1,True,,0.11,,3,80.0,0,6.0,3,3.0,6,,1,3,4381.0,1989,1000000000.0,Research & Development,True
542,35,False,,950.0,,7,3,Other,,3,M,59,3,3, MaNufaCtUrINg DirecTOr ,3,Single,,18869,3,True,False,0.21,4.0,2,,0,17.0,3,4.0,8,,1,6,,1988,1000000000.0,nan,False
543,35,False,,1343.0,,16,1,Medical,856.0,16,F,53,2,1, RESeArcH SCIENtist ,1,,2559.0,17852,1,,,0.11,3.0,4,,0,6.0,3,2.0,6,,1,1,2559.0,1988,1000000000.0,nan,False
544,33,False,,827.0, Research & Development ,1,4,,998.0,3,F,84,4,2, HEALThcaRe RePresENtaTiVE ,2,Married,5488.0,20161,1,True,True,0.13,3.0,1,,1,,2,3.0,6,,1,2,5488.0,1990,1000000000.0,Research & Development,
545,29,False,,1107.0,,28,4,Life Sciences,1120.0,3,F,93,3,1, ResEaRcH scIEnTIsT ,4,Divorced,2514.0,26968,4,True,False,0.22,4.0,1,,1,11.0,1,3.0,7,,1,7,2514.0,1994,1000000000.0,nan,False
546,29,False,frequently,490.0, Research & Development ,10,3,,1143.0,4,F,61,3,1, rEsEARch sCientIST ,2,divorced,,17940,0,,False,0.14,3.0,4,,2,8.0,2,2.0,7,,1,1,,1994,1000000000.0,Research & Development,True
547,34,False,,1400.0,,9,1,Life Sciences,,2,F,70,3,2, sAlEs Executive ,3,Married,,5829,1,,,0.2,4.0,1,80.0,0,,3,2.0,6,,1,3,,1989,1000000000.0,nan,False
548,28,False,rarely,1179.0,,19,4,Medical,,4,M,78,2,1, LAbOrATOry techNicIan ,1,Married,3196.0,12449,1,True,,0.12,3.0,3,,3,6.0,2,3.0,6,,3,3,3196.0,1995,1000000000.0,nan,False
549,44,False,,1117.0,,2,1,Life Sciences,,1,F,72,4,1, ReSearcH scIEntist ,4,Married,,19982,1,True,,0.13,3.0,4,,1,10.0,5,3.0,10,,7,7,,1979,1000000000.0,nan,False
550,31,False,rarely,1332.0, Research & Development ,11,2,,1251.0,3,M,80,3,2, HealthcARE RePreSENtAtiVe ,1,Married,,17089,1,,True,0.12,,4,,0,6.0,2,2.0,6,,0,1,,1992,1000000000.0,Research & Development,False
551,26,False,,583.0, Research & Development ,4,2,Life Sciences,,3,M,53,3,1, ResEArch ScieNTiST ,4,,,9973,1,,True,0.2,4.0,2,80.0,0,,2,2.0,8,,2,2,,1997,1000000000.0,Research & Development,False
552,47,False,rarely,465.0,,1,3,,1438.0,1,M,74,3,1, reSEarCh ScIeNTIST ,4,,3420.0,10205,7,True,False,0.12,3.0,3,80.0,1,17.0,2,2.0,6,,1,2,3420.0,1976,1000000000.0,nan,
553,37,False,,1413.0, Research & Development ,5,2,,,3,M,84,4,1, labORaTORy TecHniciAN ,3,Single,,25470,0,,False,0.14,3.0,1,,0,7.0,2,1.0,6,,1,3,,1986,1000000000.0,Research & Development,False
554,32,False,,1200.0,,1,4,,1574.0,4,M,,3,2, ResEaRch ScieNTiSt ,1,Married,4087.0,25174,4,,,0.14,3.0,2,,1,9.0,3,2.0,6,,1,2,4087.0,1991,1000000000.0,nan,
555,32,False,,977.0,,2,3,Medical,1671.0,4,M,45,3,2, ReseARch SciENTISt ,2,Divorced,,25518,0,True,False,0.13,3.0,3,,2,10.0,4,2.0,9,,1,6,,1991,1000000000.0,nan,True
556,33,False,no,530.0,,16,3,Life Sciences,,3,F,36,3,2, saLes eXeCutIvE ,4,,5368.0,16130,1,True,True,0.25,4.0,3,80.0,1,7.0,2,3.0,6,,1,2,5368.0,1990,1000000000.0,nan,False
557,47,True,,1093.0, Sales ,9,3,,,3,M,82,1,4, SalEs exECUTIvE ,3,Married,12936.0,24164,7,,False,0.11,,3,,0,25.0,3,1.0,23,,14,10,12936.0,1976,1000000000.0,Sales,True
558,41,True,,1102.0,,1,2,,,2,F,94,3,2, SaLEs ExEcUTIVE ,4,,,19479,8,,True,0.11,3.0,1,,0,8.0,0,1.0,6,,0,5,,1982,1000000000.0,nan,False
559,35,False,rarely,809.0, Research & Development ,16,3,Medical,,1,M,84,4,1, LabOrATory TEChNICiaN ,2,Married,,16479,0,,,0.13,3.0,3,,1,6.0,5,3.0,5,,0,3,,1988,1000000000.0,Research & Development,False
560,29,False,rarely,1328.0,,2,3,Life Sciences,94.0,3,M,76,3,1, REseaRCh SCiENTIst ,2,Married,,4956,0,True,False,0.23,4.0,4,,1,,3,3.0,5,,0,4,,1994,1000000000.0,nan,False
561,32,False,rarely,548.0,,1,3,Life Sciences,,2,M,66,3,2, reseARCH sCIEntiST ,2,,,7346,1,True,False,0.17,3.0,2,80.0,2,10.0,3,3.0,10,,0,9,,1991,1000000000.0,nan,True
562,35,False,rarely,1214.0,,1,3,Medical,,2,M,30,2,1, RESeaRCh sCientIsT ,3,Single,,26278,1,,False,0.18,3.0,1,,0,6.0,3,3.0,6,,0,4,,1988,1000000000.0,nan,False
563,56,False,,,,13,3,,112.0,4,M,,1,3, mAnUfactURing dIReCtOr ,4,,,21698,4,,False,0.11,3.0,1,,0,37.0,3,2.0,6,,0,2,,1967,1000000000.0,nan,True
564,28,False,,120.0,,4,3,Medical,129.0,2,M,43,3,2, sales ExEcUtiVe ,3,,4221.0,8863,1,True,,0.15,3.0,2,80.0,0,5.0,3,4.0,5,,0,4,4221.0,1995,1000000000.0,nan,True
565,25,True,rarely,240.0,,5,3,,142.0,3,M,46,2,2, sALES eXeCutiVE ,3,Single,,26959,1,True,True,0.11,3.0,4,,0,,1,3.0,6,,0,3,,1998,1000000000.0,nan,True
566,56,True,,441.0,,14,4,Life Sciences,161.0,2,F,72,3,1, reseARcH scieNtISt ,2,,4963.0,4510,9,True,,0.18,3.0,1,,3,7.0,2,3.0,5,,4,3,4963.0,1967,1000000000.0,nan,True
567,26,False,,841.0, Research & Development ,6,3,,164.0,3,F,46,2,1, reSeArcH scieNtist ,2,Married,,23300,1,,,0.19,3.0,3,,0,5.0,3,2.0,5,,4,3,,1997,1000000000.0,Research & Development,False
568,32,True,,1033.0,,9,3,Medical,190.0,1,F,41,3,1, labORatOry technICiAn ,1,,4200.0,10224,7,,False,0.22,4.0,1,80.0,0,,2,4.0,5,,0,4,4200.0,1991,1000000000.0,nan,False
569,30,False,rarely,,,18,3,Life Sciences,194.0,1,F,75,3,1, rEsEArch SCIeNtIsT ,3,Single,,23910,1,,False,0.14,3.0,3,80.0,0,,4,2.0,5,,0,4,,1993,1000000000.0,nan,
570,50,False,rarely,1452.0,,11,3,,226.0,3,F,53,3,5, mAnAGER ,2,,,17053,3,True,,0.15,3.0,2,,0,,5,3.0,5,,4,4,,1973,1000000000.0,nan,False
571,32,False,,120.0,,6,5,Life Sciences,231.0,3,M,43,3,1, ReSEArcH sCiEntIST ,3,,,12430,3,True,False,0.2,4.0,1,,0,8.0,2,,5,,1,4,,1991,1000000000.0,nan,False
572,45,False,rarely,1268.0,,4,2,,240.0,3,F,30,3,2, SalEs eXEcUTIVe ,1,,5006.0,6319,4,True,,0.11,3.0,1,,1,9.0,3,4.0,5,,0,3,5006.0,1978,1000000000.0,nan,False
573,43,False,,,,7,3,,262.0,4,M,37,4,1, rEseARcH SCIENTIsT ,4,Divorced,,5228,4,,False,0.14,3.0,4,,3,7.0,3,4.0,5,,2,2,,1980,1000000000.0,nan,
574,29,True,,121.0,,27,3,Marketing,283.0,2,F,35,3,3, SalES EXEcUTIVE ,4,Married,7639.0,24525,1,,,0.22,4.0,4,,3,10.0,3,2.0,10,,1,9,7639.0,1994,1000000000.0,nan,True
575,31,False,no,, Research & Development ,1,4,Medical,308.0,3,M,90,1,2, maNuFAcTUring DIrecToR ,3,,,4381,0,True,,0.12,3.0,4,,1,6.0,2,3.0,5,,1,4,,1992,1000000000.0,Research & Development,True
576,33,True,,813.0,,14,3,,325.0,3,M,58,3,1, LaBoRatorY teCHNiciaN ,4,Married,,22149,5,,True,0.13,3.0,3,,1,8.0,2,1.0,5,,0,4,,1990,1000000000.0,nan,False
577,31,True,,307.0,,29,2,,355.0,3,M,71,2,1, laboraTORy teChnICiaN ,2,,,11652,0,True,False,0.11,3.0,2,80.0,0,,2,4.0,5,,1,4,,1992,1000000000.0,nan,True
578,37,False,,228.0,,6,4,,378.0,3,M,,3,2, sALes EXECUTiVE ,4,,6502.0,22825,4,,False,0.14,3.0,2,,1,,5,4.0,5,,0,1,6502.0,1986,1000000000.0,nan,True
579,50,False,,797.0, Research & Development ,4,1,,,1,M,96,3,5, ResEARCh DIRECtoR ,2,Divorced,,15815,3,,False,0.14,3.0,1,,2,28.0,4,2.0,10,,1,6,,1973,1000000000.0,Research & Development,False
580,42,False,frequently,555.0,,26,3,,,3,F,77,3,4, SAlEs ExecuTIVE ,2,Married,13525.0,14864,5,,,0.14,3.0,4,,1,,2,,20,,4,8,13525.0,1981,1000000000.0,nan,
581,27,False,,1377.0,,2,3,,,4,M,74,3,2, saleS eXEcuTiVe ,3,,,5242,1,,True,0.11,3.0,1,80.0,0,5.0,3,3.0,5,,0,4,,1996,1000000000.0,nan,True
582,27,False,no,210.0,,1,1,Marketing,449.0,3,M,73,3,2, sales exEcutIVe ,2,,6349.0,22107,0,True,True,0.13,3.0,4,,1,,0,,5,,1,4,6349.0,1996,1000000000.0,nan,True
583,41,False,rarely,483.0,,6,3,,466.0,4,M,,2,2, MAnUFacTuRING DIREctOR ,2,Single,,10110,6,,True,0.15,3.0,4,,0,,3,3.0,5,,1,2,,1982,1000000000.0,nan,True
584,37,False,rarely,921.0,,10,3,Medical,486.0,3,F,98,3,1, lAboRaTOrY tEcHNiciaN ,1,,,17663,6,,False,0.2,4.0,2,80.0,1,,3,3.0,5,4.0,0,3,,1986,1000000000.0,nan,
585,40,True,,575.0,,22,2,,492.0,22,M,68,2,2, sAles EXECUtIvE ,3,,6380.0,6110,2,True,True,0.12,3.0,1,,2,8.0,6,3.0,6,,1,0,6380.0,1983,1000000000.0,nan,True
586,55,False,,1311.0,,2,3,,505.0,3,F,97,3,4, manaGER ,4,Single,,23258,2,True,True,0.13,3.0,3,,0,,2,3.0,5,,1,2,,1968,1000000000.0,nan,False
587,26,True,frequently,575.0,,3,1,,510.0,3,M,73,3,1, REsearCH SCiEntist ,1,,3102.0,6582,0,,,0.22,4.0,3,,0,,2,3.0,6,,0,4,3102.0,1997,1000000000.0,nan,True
588,40,False,rarely,759.0,,2,2,Marketing,,4,F,46,3,2, saLes eXeCuTIvE ,2,Divorced,,22553,7,True,,0.12,3.0,3,,2,,5,3.0,5,,1,3,,1983,1000000000.0,nan,True
589,25,False,,891.0, Sales ,4,2,,527.0,2,F,99,2,2, SaLes exECutIVe ,4,Single,,12090,1,True,True,0.11,3.0,2,,0,5.0,3,3.0,5,,1,3,,1998,1000000000.0,Sales,False
590,30,False,,1082.0,,12,3,,,2,F,83,3,2, SalEs EXECuTIVe ,3,Single,,19558,0,,False,0.11,,2,,0,,6,3.0,5,,4,4,,1993,1000000000.0,nan,
591,52,False,rarely,319.0,,32,3,,,4,M,,2,3, mAnuFActUriNG DIRECTOR ,3,Married,,19609,2,True,,0.14,,3,80.0,0,,4,3.0,5,,0,4,,1971,1000000000.0,nan,False
592,42,False,frequently,532.0,,12,2,,547.0,1,F,92,3,2, reSEaRch sCIeNtisT ,3,,4556.0,12932,2,,False,0.11,3.0,2,,1,19.0,3,3.0,5,,0,2,4556.0,1981,1000000000.0,nan,False
593,30,False,rarely,317.0,,2,3,Life Sciences,548.0,3,F,43,1,2, maNUfaCTURING DIrECToR ,4,,,24793,2,,False,0.2,4.0,3,,0,11.0,2,3.0,5,,0,2,,1993,1000000000.0,nan,True
594,35,False,rarely,144.0,,22,3,Life Sciences,577.0,4,M,46,1,1, lABOrAToRy tEchNicIAN ,3,Single,4230.0,19225,0,,False,0.15,3.0,3,,0,,2,3.0,5,,4,3,4230.0,1988,1000000000.0,nan,False
595,31,False,rarely,688.0,,7,3,,,3,M,44,2,3, mAnageR ,4,Divorced,,25291,9,True,,0.21,4.0,3,80.0,1,10.0,3,2.0,5,,0,1,,1992,1000000000.0,nan,True
596,35,False,rarely,195.0, Sales ,1,3,,,1,F,80,3,2, SAleS eXecuTIVe ,3,Single,4859.0,6698,1,True,,0.16,3.0,4,80.0,0,5.0,3,3.0,5,,0,3,4859.0,1988,1000000000.0,Sales,True
597,25,False,,622.0,,13,1,,,2,M,40,3,1, SaLEs REpResENTATive ,3,,,26376,1,True,,0.11,3.0,3,,0,7.0,1,3.0,7,,0,6,,1998,1000000000.0,nan,True
598,32,False,rarely,646.0,,9,4,,679.0,1,F,92,3,2, rEsEaRch scIenTist ,4,Married,6322.0,18089,1,True,,0.12,3.0,4,,1,6.0,2,,6,,0,5,6322.0,1991,1000000000.0,nan,False
599,47,True,,719.0,,27,2,Life Sciences,785.0,2,F,77,4,2, sALeS eXECuTiVe ,3,,,10339,4,True,True,0.12,3.0,4,,0,8.0,2,3.0,5,,1,3,,1976,1000000000.0,nan,False
600,30,False,frequently,1012.0,,5,4,Life Sciences,861.0,2,M,,2,1, ResEARcH ScIeNtISt ,4,Divorced,,2373,9,True,False,0.12,3.0,2,80.0,1,10.0,3,2.0,5,,0,3,,1993,1000000000.0,nan,
601,45,False,,930.0,,9,3,Marketing,864.0,4,M,74,3,3, SaLEs EXECuTIve ,1,Divorced,10761.0,19239,4,,True,0.12,3.0,3,80.0,1,18.0,2,3.0,5,,0,2,10761.0,1978,1000000000.0,nan,False
602,36,False,rarely,1278.0,,8,3,Life Sciences,878.0,1,M,77,2,1, HuMan reSOurces ,1,,,8635,0,,,0.21,4.0,3,80.0,0,,3,3.0,5,,0,3,,1987,1000000000.0,nan,True
603,31,False,,1222.0,,11,4,,895.0,4,M,48,3,1, research sCiENtIst ,4,,,14871,3,,,0.19,3.0,2,,1,,2,3.0,6,,0,2,,1992,1000000000.0,nan,True
604,37,False,frequently,1231.0,,21,2,Medical,900.0,3,F,54,3,1, saLEs REpReseNTative ,4,Married,2973.0,21222,5,,,0.15,3.0,2,80.0,1,,3,3.0,5,4.0,0,0,2973.0,1986,1000000000.0,nan,False
605,39,False,rarely,1383.0,,2,3,Life Sciences,,4,F,42,2,2, HUmAN RESOURCeS ,4,,5204.0,7790,8,True,False,0.11,3.0,3,80.0,2,13.0,2,3.0,5,,0,4,5204.0,1984,1000000000.0,nan,False
606,42,False,,462.0,,14,2,,936.0,3,F,68,2,2, sALEs EXecutIVE ,3,,,7824,7,,,0.17,3.0,1,80.0,0,,6,3.0,5,,0,3,,1981,1000000000.0,nan,True
607,30,False,rarely,231.0,,8,2,,,3,M,62,3,3, SAles ExecutIve ,3,,,9977,5,,False,0.11,3.0,1,,1,,2,4.0,8,,7,7,,1993,1000000000.0,nan,False
608,50,False,,,,1,2,Medical,997.0,4,M,66,3,4, rEseArCh DiREctOR ,4,Divorced,17399.0,6615,9,True,False,0.22,,3,,1,32.0,1,2.0,5,,1,3,17399.0,1973,1000000000.0,nan,True
609,59,False,rarely,1089.0, Sales ,1,2,,1048.0,2,M,66,3,3, manAGER ,4,,,11038,3,,True,0.14,3.0,3,,1,14.0,1,1.0,6,,0,4,,1964,1000000000.0,Sales,
610,54,False,,1082.0,,2,4,Life Sciences,,3,F,41,2,3, sALES ExeCutiVe ,3,Married,,8392,6,True,False,0.11,3.0,2,80.0,1,13.0,4,3.0,9,,7,0,,1969,1000000000.0,nan,True
