,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,date_birth,role_departament,remote_work
579,,,797.0,research & development,4,1,,,1,m,96,3,5,research director,2,divorced,,15815,3,False,0.14,,1,2,28.0,4,2.0,10,,1,6,1973,research & development,
580,,frequently,555.0,,26,3,,,3,f,77,3,4,sales executive,2,married,13525.0,14864,5,,0.14,,4,1,,2,,20,,4,8,1981,,
581,,,1377.0,,2,3,,,4,m,74,3,2,sales executive,3,,,5242,1,True,0.11,,1,0,5.0,3,3.0,5,,0,4,1996,,
582,,no,210.0,,1,1,marketing,,3,m,73,3,2,sales executive,2,,6349.0,22107,0,True,0.13,,4,1,,0,,5,,1,4,1996,,
583,,rarely,483.0,,6,3,,,4,m,,2,2,manufacturing director,2,single,,10110,6,True,0.15,,4,0,,3,3.0,5,,1,2,1982,,
584,,rarely,921.0,,10,3,medical,,3,f,98,3,1,laboratory technician,1,,,17663,6,False,0.2,,2,1,,3,3.0,5,4.0,0,3,1986,,
585,,,575.0,,22,2,,,22,m,68,2,2,sales executive,3,,6380.0,6110,2,True,0.12,,1,2,8.0,6,3.0,6,,1,0,1983,,
586,,,1311.0,,2,3,,,3,f,97,3,4,manager,4,single,,23258,2,True,0.13,,3,0,,2,3.0,5,,1,2,1968,,
587,,frequently,575.0,,3,1,,,3,m,73,3,1,research scientist,1,,3102.0,6582,0,,0.22,,3,0,,2,3.0,6,,0,4,1997,,
588,,rarely,759.0,,2,2,marketing,,4,f,46,3,2,sales executive,2,divorced,,22553,7,,0.12,,3,2,,5,3.0,5,,1,3,1983,,
589,,,891.0,sales,4,2,,,2,f,99,2,2,sales executive,4,single,,12090,1,True,0.11,,2,0,5.0,3,3.0,5,,1,3,1998,sales,
590,,,1082.0,,12,3,,,2,f,83,3,2,sales executive,3,single,,19558,0,False,0.11,,2,0,,6,3.0,5,,4,4,1993,,
591,,rarely,319.0,,32,3,,,4,m,,2,3,manufacturing director,3,married,,19609,2,,0.14,,3,0,,4,3.0,5,,0,4,1971,,
592,,frequently,532.0,,12,2,,,1,f,92,3,2,research scientist,3,,4556.0,12932,2,False,0.11,,2,1,19.0,3,3.0,5,,0,2,1981,,
593,,rarely,317.0,,2,3,life sciences,,3,f,43,1,2,manufacturing director,4,,,24793,2,False,0.2,,3,0,11.0,2,3.0,5,,0,2,1993,,
594,,rarely,144.0,,22,3,life sciences,,4,m,46,1,1,laboratory technician,3,single,4230.0,19225,0,False,0.15,,3,0,,2,3.0,5,,4,3,1988,,
595,,rarely,688.0,,7,3,,,3,m,44,2,3,manager,4,divorced,,25291,9,,0.21,,3,1,10.0,3,2.0,5,,0,1,1992,,
596,,rarely,195.0,sales,1,3,,,1,f,80,3,2,sales executive,3,single,4859.0,6698,1,,0.16,,4,0,5.0,3,3.0,5,,0,3,1988,sales,
597,,,622.0,,13,1,,,2,m,40,3,1,sales representative,3,,,26376,1,,0.11,,3,0,7.0,1,3.0,7,,0,6,1998,,
598,,rarely,646.0,,9,4,,,1,f,92,3,2,research scientist,4,married,6322.0,18089,1,,0.12,,4,1,6.0,2,,6,,0,5,1991,,
599,,,719.0,,27,2,life sciences,,2,f,77,4,2,sales executive,3,,,10339,4,True,0.12,,4,0,8.0,2,3.0,5,,1,3,1976,,
600,,frequently,1012.0,,5,4,life sciences,,2,m,,2,1,research scientist,4,divorced,,2373,9,False,0.12,,2,1,10.0,3,2.0,5,,0,3,1993,,
601,,,930.0,,9,3,marketing,,4,m,74,3,3,sales executive,1,divorced,10761.0,19239,4,True,0.12,,3,1,18.0,2,3.0,5,,0,2,1978,,
602,,rarely,1278.0,,8,3,life sciences,,1,m,77,2,1,human resources,1,,,8635,0,,0.21,,3,0,,3,3.0,5,,0,3,1987,,
603,,,1222.0,,11,4,,,4,m,48,3,1,research scientist,4,,,14871,3,,0.19,,2,1,,2,3.0,6,,0,2,1992,,
604,,frequently,1231.0,,21,2,medical,,3,f,54,3,1,sales representative,4,married,2973.0,21222,5,,0.15,,2,1,,3,3.0,5,4.0,0,0,1986,,
605,,rarely,1383.0,,2,3,life sciences,,4,f,42,2,2,human resources,4,,5204.0,7790,8,False,0.11,,3,2,13.0,2,3.0,5,,0,4,1984,,
606,,,462.0,,14,2,,,3,f,68,2,2,sales executive,3,,,7824,7,,0.17,,1,0,,6,3.0,5,,0,3,1981,,
607,,rarely,231.0,,8,2,,,3,m,62,3,3,sales executive,3,,,9977,5,False,0.11,,1,1,,2,4.0,8,,7,7,1993,,
608,,,,,1,2,medical,,4,m,66,3,4,research director,4,divorced,17399.0,6615,9,False,0.22,,3,1,32.0,1,2.0,5,,1,3,1973,,
609,,rarely,1089.0,sales,1,2,,,2,m,66,3,3,manager,4,,,11038,3,True,0.14,,3,1,14.0,1,1.0,6,,0,4,1964,sales,
610,,,1082.0,,2,4,life sciences,,3,f,41,2,3,sales executive,3,married,,8392,6,False,0.11,,2,1,13.0,4,3.0,9,,7,0,1969,,
611,,,1240.0,,9,3,medical,,1,f,63,3,1,research scientist,3,married,,12154,2,False,0.19,,2,1,18.0,4,3.0,5,,0,3,1967,,
612,,,1262.0,,1,4,,,1,m,35,4,4,manager,4,single,16885.0,16154,2,False,0.22,,3,0,,3,2.0,5,,2,1,1975,,
613,,,439.0,research & development,9,3,life sciences,,3,m,70,3,2,laboratory technician,2,single,,8770,9,False,0.15,,3,0,9.0,2,2.0,5,,0,3,1984,research & development,
614,,rarely,528.0,,8,4,technical degree,,3,m,100,3,1,human resources,3,,4323.0,7108,1,False,0.17,,2,0,6.0,2,1.0,5,,1,4,1988,,
615,,rarely,647.0,sales,4,4,marketing,,2,m,45,3,2,sales executive,1,single,5155.0,2253,7,False,0.13,,4,0,,3,,6,,1,5,1981,sales,
616,,,1097.0,,10,4,,,3,m,96,3,1,research scientist,3,single,2936.0,10826,1,True,0.11,,3,0,6.0,4,3.0,6,,0,2,1979,,
617,,rarely,942.0,,15,1,,,2,f,69,1,1,research scientist,4,married,,26933,0,True,0.18,,1,1,6.0,2,2.0,5,,1,3,1994,,
618,,,147.0,,2,3,human resources,,2,m,99,3,1,human resources,3,,,8429,1,False,0.13,,4,1,5.0,2,3.0,5,,1,4,1990,,
619,,frequently,966.0,,1,4,,,4,f,53,3,3,manufacturing director,3,,,9659,7,False,0.17,,1,1,33.0,2,1.0,5,,1,4,1969,,
620,,,168.0,sales,4,2,,,4,f,33,2,5,manager,2,married,18789.0,9946,2,,0.14,,3,1,,2,3.0,11,,0,8,1977,sales,
621,,no,,,9,2,medical,,3,f,72,3,2,manufacturing director,3,single,,12858,7,True,0.18,,3,0,10.0,3,3.0,8,4.0,1,7,1993,,
622,,rarely,1089.0,,7,2,life sciences,,4,m,79,3,2,laboratory technician,3,,4883.0,22845,1,,0.18,,1,1,,3,3.0,10,,1,1,1991,,
623,,,299.0,,25,4,,,4,m,57,2,3,sales executive,2,single,,17235,2,True,0.12,,3,0,9.0,2,3.0,5,,1,0,1983,,
624,,no,999.0,,26,1,,,1,f,92,2,1,research scientist,3,divorced,2029.0,15891,1,False,0.2,,3,3,5.0,2,3.0,5,,0,0,1989,,
625,,rarely,1498.0,sales,21,4,,,1,m,44,2,2,sales executive,4,married,,3567,3,,0.12,,4,2,8.0,2,4.0,5,,1,4,1984,sales,
626,,,1439.0,,4,1,,,3,m,54,3,1,research scientist,3,married,2996.0,5182,7,True,0.15,,4,0,8.0,2,3.0,6,,1,3,1986,,
627,,,1111.0,sales,41,1,life sciences,,41,m,61,3,2,sales executive,4,marreid,,19293,6,,0.13,,1,0,8.0,2,4.0,5,,1,2,1990,sales,
628,,no,1485.0,research & development,25,2,,,3,m,71,3,3,healthcare representative,3,,,3449,3,False,0.21,,2,1,13.0,2,3.0,6,,0,5,1984,research & development,
629,,rarely,258.0,,8,4,other,,3,f,54,3,1,laboratory technician,1,married,,17363,9,False,0.13,,3,0,12.0,2,1.0,5,,0,4,1971,,
630,,,1174.0,,3,4,,,1,f,99,3,2,sales executive,2,single,9278.0,20763,3,True,0.16,,4,0,15.0,3,3.0,5,,0,1,1987,,
631,,,172.0,,47,4,life sciences,,47,m,,2,2,laboratory technician,4,single,,22604,1,,0.16,,3,0,10.0,2,2.0,10,,1,8,1987,,
632,,rarely,,,4,1,,,4,f,42,3,2,sales executive,3,married,4162.0,15211,1,True,0.12,,3,2,,3,3.0,5,,0,3,1999,,
633,,rarely,401.0,,1,3,life sciences,,4,f,86,2,1,laboratory technician,2,,,3708,5,False,0.17,,1,1,7.0,2,2.0,5,,0,2,1989,,
634,,,866.0,sales,5,3,,,4,m,,3,2,sales executive,1,single,,23490,0,,0.18,,4,0,,4,3.0,5,,1,3,1995,sales,
635,,rarely,1099.0,research & development,4,4,medical,,1,f,82,2,1,laboratory technician,2,,,8192,8,False,0.11,,4,0,8.0,5,3.0,5,,0,2,1990,research & development,
636,,rarely,571.0,,14,3,medical,,3,f,,3,2,sales executive,3,married,,24200,3,,0.17,,3,1,,4,2.0,5,,1,2,1976,,
637,,,676.0,,9,4,life sciences,,4,m,86,3,1,laboratory technician,1,single,,21831,3,,0.14,,2,0,15.0,3,1.0,5,,1,0,1983,,
638,,rarely,950.0,,49,3,technical degree,,49,m,97,3,1,research scientist,4,marreid,,4585,4,False,0.2,,4,1,,3,3.0,5,,0,3,1978,,
639,,rarely,1342.0,,9,2,,,1,m,47,3,2,sales executive,1,,,19345,0,,0.12,,4,0,,5,4.0,8,,7,1,1983,,
640,,,995.0,,2,1,life sciences,,1,m,87,3,2,healthcare representative,4,,8853.0,24483,1,,0.19,,4,1,6.0,0,4.0,6,,1,3,1994,,
641,,,118.0,,14,2,life sciences,,4,f,84,3,2,sales executive,1,married,,11262,1,False,0.15,,3,1,5.0,2,3.0,5,,1,2,1983,,
642,,,990.0,,27,3,,,4,m,87,4,1,laboratory technician,2,divorced,4876.0,5855,5,,0.12,,3,1,,0,,6,,0,2,1980,,
643,,,241.0,,7,3,,,2,m,48,2,1,research scientist,2,,2141.0,5348,1,False,0.12,,2,1,6.0,3,2.0,6,,1,1,1993,,
644,,,,research & development,2,2,,,4,f,54,2,3,manufacturing director,3,,7756.0,14199,3,,0.19,,4,1,10.0,6,4.0,5,,0,2,1985,research & development,
645,,rarely,1470.0,research & development,10,3,,,2,f,71,3,1,research scientist,2,married,3936.0,9953,1,,0.11,,1,1,8.0,2,1.0,8,,7,7,1986,research & development,
646,,rarely,492.0,,12,3,medical,,4,m,66,3,2,manufacturing director,2,,,7693,4,False,0.21,,3,0,,3,3.0,5,,1,0,1984,,
647,,rarely,1040.0,research & development,11,2,life sciences,,11,m,79,4,2,healthcare representative,1,divorced,6842.0,26308,6,False,0.2,,1,1,13.0,3,3.0,5,,0,4,1987,research & development,
648,,rarely,1320.0,,8,1,medical,,4,m,93,2,1,laboratory technician,3,single,3989.0,20586,1,,0.11,,1,0,5.0,2,3.0,5,,1,2,2000,,
649,,,146.0,,2,4,,,1,m,79,2,1,research scientist,4,,4930.0,13970,0,True,0.14,,3,0,6.0,2,4.0,5,,1,4,1988,,
650,,frequently,163.0,,24,1,technical degree,,4,f,30,3,2,manufacturing director,4,single,,6670,2,,0.2,,4,0,9.0,3,2.0,5,,1,4,1992,,
651,,rarely,1153.0,research & development,6,2,other,,4,f,40,2,1,laboratory technician,3,married,3702.0,16376,1,False,0.11,,2,1,5.0,3,3.0,5,,0,4,1985,research & development,
652,,,185.0,,23,4,medical,,2,m,91,1,1,laboratory technician,3,married,2705.0,9696,0,,0.16,,2,1,6.0,2,4.0,5,,0,3,1988,,
653,,,750.0,,12,3,,,2,f,47,3,2,healthcare representative,1,,4448.0,10748,2,,0.12,,2,1,15.0,3,3.0,7,,7,7,1983,,
654,,frequently,1297.0,research & development,48,2,,,48,f,,3,1,laboratory technician,4,single,2379.0,19826,0,True,0.14,,3,0,6.0,3,2.0,5,,0,2,1996,research & development,
655,,,337.0,,8,3,,,3,f,54,3,2,sales executive,2,,,26841,5,False,0.21,,3,1,14.0,3,3.0,5,,1,4,1982,,
656,,rarely,217.0,,15,4,marketing,,2,m,43,3,2,sales executive,3,single,5487.0,10410,1,False,0.14,,2,0,,2,2.0,10,,0,9,1990,,
657,,,1064.0,,2,1,life sciences,,2,m,42,3,5,research director,4,married,,13738,3,False,0.15,,4,0,28.0,3,3.0,5,,4,3,1974,,
658,,no,1351.0,,9,4,,,1,m,66,4,1,laboratory technician,2,,2810.0,9238,1,False,0.22,,2,0,5.0,3,3.0,5,,0,2,1987,,
659,,,930.0,,3,3,life sciences,,3,m,57,2,2,sales executive,2,divorced,8938.0,12227,2,,0.11,,3,1,14.0,5,3.0,5,,0,4,1982,,
660,,,468.0,,41,4,medical,,41,f,73,2,1,research scientist,1,single,,8489,1,False,0.14,,2,0,5.0,3,1.0,5,,0,4,1994,,
661,,no,,,5,3,medical,,2,m,74,3,2,manufacturing director,1,,9936.0,3787,0,False,0.19,,2,0,10.0,2,3.0,9,,1,7,1992,,
662,,rarely,1218.0,,9,4,life sciences,,3,m,82,2,1,sales representative,1,single,,6986,7,False,0.23,,2,0,,4,,5,,0,3,1987,,
663,,rarely,1273.0,,2,2,medical,,4,f,72,4,1,research scientist,3,,,21923,1,False,0.12,,4,2,6.0,3,2.0,5,,1,4,1980,,
664,,frequently,1141.0,,18,3,life sciences,,18,f,42,4,2,sales executive,1,marreid,,3193,2,False,0.19,,1,2,,3,3.0,5,,1,3,1990,,
665,,,1488.0,sales,1,5,marketing,,2,f,75,3,2,sales executive,1,,5454.0,4009,5,,0.21,,3,1,9.0,2,2.0,4,,1,3,1979,sales,
666,,,653.0,,29,5,life sciences,,4,f,50,3,2,laboratory technician,4,single,,5456,1,False,0.11,,4,0,10.0,2,3.0,10,,9,9,1985,,
667,,,989.0,,7,2,medical,,2,f,43,2,5,research director,3,divorced,18740.0,16701,5,,0.12,,4,1,,2,2.0,27,,13,8,1973,,
668,,frequently,1225.0,,1,1,,,1,f,57,2,2,sales executive,3,single,5473.0,24668,7,False,0.11,,4,0,20.0,2,2.0,4,,1,3,1964,,
669,,frequently,530.0,,1,4,life sciences,,3,m,78,2,4,healthcare representative,2,married,13503.0,14115,1,False,0.22,,4,1,22.0,3,2.0,22,,11,11,1983,,
670,,rarely,1217.0,,2,4,technical degree,,1,f,60,3,3,research director,3,,13549.0,24001,9,False,0.12,,1,1,16.0,5,1.0,4,,0,3,1969,,
671,,,,,47,3,,,1,f,73,3,5,research director,2,,18172.0,9755,3,True,0.19,,1,0,28.0,1,2.0,8,,0,7,1973,,
672,,no,142.0,,26,3,,,4,f,,4,4,manager,4,single,,13871,2,,0.12,,3,0,,3,3.0,5,,4,4,1969,,
673,,,1127.0,,18,1,life sciences,,2,m,52,3,1,laboratory technician,3,married,2774.0,13257,0,False,0.12,,3,1,,2,3.0,5,,1,2,1999,,
674,,rarely,1189.0,,3,3,life sciences,,3,m,87,3,3,sales executive,4,,,14506,2,False,0.12,,1,0,,3,3.0,5,,1,3,1986,,
675,,rarely,1427.0,,2,1,,,2,m,35,2,1,laboratory technician,4,single,,11162,0,False,0.13,,4,0,6.0,3,3.0,5,,1,2,1993,,
676,,frequently,303.0,,10,4,,,10,f,75,3,1,sales representative,3,,,11314,6,False,0.18,,4,1,,3,3.0,4,,1,2,1989,,
677,,rarely,334.0,research & development,24,2,,,3,m,83,4,3,healthcare representative,4,divorced,9439.0,23402,3,,0.16,,2,1,12.0,2,1.0,5,,1,4,1966,research & development,
678,,rarely,702.0,,1,4,life sciences,,1,f,,2,2,sales executive,4,single,,12930,4,,0.22,,3,0,12.0,2,4.0,8,,0,7,1985,,
679,,rarely,,,20,2,marketing,,2,f,70,3,1,sales representative,2,,,21728,1,True,0.22,,4,0,4.0,5,2.0,4,,0,2,1982,,
680,,,926.0,,21,2,,,3,f,36,3,2,manufacturing director,3,divorced,5265.0,16439,2,,0.16,,2,1,11.0,5,3.0,5,,0,2,1981,,
681,,,878.0,,10,4,,,4,m,43,3,1,research scientist,3,divorced,3815.0,5972,1,True,0.17,,4,1,,4,4.0,5,,2,0,1989,,
682,,,334.0,,26,4,,,3,f,52,2,2,sales executive,1,,,22967,5,,0.15,,3,0,9.0,5,2.0,6,,0,1,1993,,
683,,rarely,896.0,,13,1,medical,,13,m,86,2,1,research scientist,4,single,2389.0,14961,1,,0.13,,3,0,4.0,3,,4,,0,1,1994,,
684,,,1401.0,,4,2,,,3,f,56,3,1,sales representative,2,married,,20990,2,False,0.11,,1,1,,5,3.0,4,,1,2,1991,,
685,,,675.0,,5,2,life sciences,,2,m,85,4,2,healthcare representative,1,,4000.0,18384,1,False,0.12,,4,2,6.0,2,3.0,6,,1,5,1998,,
686,,,1070.0,,3,4,,,3,m,45,3,4,research director,3,married,17584.0,21016,3,True,0.16,,4,3,21.0,5,2.0,5,,1,3,1970,,
687,,,496.0,research & development,11,2,medical,,1,m,60,3,2,healthcare representative,1,married,,22722,1,,0.13,,3,1,5.0,3,3.0,5,,3,3,1997,research & development,
688,,,1117.0,,8,2,,,4,f,66,3,1,research scientist,4,,,4488,1,False,0.21,,4,0,,3,3.0,5,,0,2,1995,,
689,,rarely,1476.0,,16,2,medical,,2,m,68,4,2,healthcare representative,1,single,5661.0,4824,0,,0.19,,3,0,9.0,2,3.0,8,,0,7,1995,,
690,,,390.0,research & development,1,4,life sciences,,4,m,32,1,2,healthcare representative,3,divorced,,17056,2,True,0.13,,4,1,,2,3.0,5,,1,2,1965,research & development,
691,,rarely,1220.0,,5,3,,,3,f,85,3,1,research scientist,2,single,,20938,1,,0.12,,2,0,4.0,2,,4,,1,2,1996,,
692,,frequently,928.0,,20,4,life sciences,,4,f,31,3,2,research scientist,3,,4869.0,16885,3,,0.12,,4,0,20.0,4,2.0,4,,0,3,1969,,
693,,rarely,1124.0,,45,2,,,45,m,57,1,2,sales executive,4,marreid,,13273,2,,0.22,,3,3,,2,2.0,4,,0,2,1983,,
694,,no,746.0,,2,3,life sciences,,4,m,61,3,2,sales executive,3,,4649.0,16928,1,,0.14,,1,1,,3,2.0,4,,0,2,1994,,
695,,rarely,1046.0,,10,3,,,4,m,100,2,3,healthcare representative,4,,10496.0,2755,6,False,0.15,,4,0,20.0,2,3.0,4,,1,3,1973,,
696,,rarely,1448.0,,1,1,technical degree,,1,f,62,3,1,sales representative,2,single,,21972,1,True,0.16,,2,0,6.0,4,3.0,5,,1,4,1999,,
697,,,1400.0,research & development,37,3,,,37,m,53,3,1,laboratory technician,4,marreid,,16734,4,,0.15,,3,1,9.0,3,1.0,5,,1,4,1993,research & development,
698,,,1303.0,,2,4,,,4,m,62,2,1,research scientist,3,,2768.0,8416,3,,0.12,,3,1,14.0,3,3.0,7,,5,7,1989,,
699,,rarely,587.0,,10,1,,,1,m,38,1,1,laboratory technician,4,divorced,3408.0,6705,7,False,0.13,,1,3,8.0,2,3.0,4,,1,3,1990,,
700,,no,635.0,,30,4,medical,,2,m,32,3,3,sales executive,4,single,,15318,1,,0.14,,4,0,,3,2.0,10,,9,7,1987,,
701,,no,267.0,sales,10,2,,,4,m,,3,2,sales executive,4,single,,13430,7,False,0.14,,4,0,,3,3.0,14,,1,10,1982,sales,
702,,frequently,443.0,,8,1,,,3,f,48,3,1,laboratory technician,3,married,3755.0,17872,1,False,0.11,,1,1,,3,3.0,8,,0,7,1984,,
703,,rarely,703.0,,28,2,marketing,,1,m,66,3,2,sales executive,2,married,,7428,1,,0.2,,4,2,,5,4.0,5,,1,4,1997,,
704,,frequently,1287.0,research & development,7,3,,,1,f,55,3,1,laboratory technician,3,,,14168,1,,0.16,,4,1,6.0,4,3.0,6,,1,2,1999,research & development,
705,,,798.0,research & development,6,4,,,1,f,66,2,1,research scientist,3,divorced,2187.0,5013,0,False,0.12,,3,2,6.0,5,2.0,5,,0,3,1996,research & development,
706,,rarely,1420.0,,2,1,marketing,,3,m,85,3,1,sales representative,1,divorced,,16346,0,False,0.11,,2,1,5.0,3,3.0,4,,0,2,1996,,
707,,,562.0,sales,8,2,technical degree,,2,m,50,3,2,sales executive,3,married,,23452,3,,0.14,,1,1,18.0,4,3.0,4,,1,3,1973,sales,
708,,rarely,650.0,,49,1,,,2,m,37,3,1,laboratory technician,1,,,4344,1,False,0.14,,4,1,5.0,2,4.0,4,,0,2,2000,,
709,,rarely,141.0,,24,3,,,3,f,44,4,2,human resources,2,,,18767,9,,0.15,,3,1,,3,1.0,8,,3,6,1984,,
710,,no,715.0,,19,4,medical,,4,m,41,3,1,research scientist,4,,4258.0,26589,0,False,0.18,,1,1,,3,3.0,4,,1,2,1971,,
711,,,,,8,3,,,4,m,,2,2,sales executive,1,single,5326.0,3064,6,False,0.17,,3,0,,2,2.0,4,,1,2,1997,,
712,,,376.0,,19,4,,,4,f,,3,2,manufacturing director,1,divorced,5485.0,22670,9,True,0.11,,2,2,,4,3.0,5,,1,4,1969,,
713,,rarely,571.0,,10,1,life sciences,,4,f,82,3,1,research scientist,1,divorced,2782.0,19905,0,True,0.13,,2,2,,3,2.0,5,,4,3,1986,,
714,,rarely,691.0,research & development,2,3,,,3,m,64,3,4,research director,3,,17639.0,6881,5,,0.16,,4,0,,3,3.0,4,,0,3,1973,research & development,
715,,,932.0,,1,2,life sciences,,4,f,43,2,2,manufacturing director,4,married,6062.0,4051,9,,0.13,,4,1,8.0,4,3.0,4,,0,2,1981,,
716,,frequently,471.0,research & development,12,3,,,1,m,45,2,2,healthcare representative,1,,6288.0,4284,2,,0.15,,3,1,,3,2.0,4,,1,2,1985,research & development,
717,,rarely,180.0,,2,1,medical,,1,m,65,4,1,research scientist,1,single,3424.0,21632,7,False,0.13,,3,0,,3,2.0,4,,0,1,1998,,
718,,,638.0,,8,2,,,3,f,91,4,2,research scientist,3,married,,22162,5,,0.12,,3,1,9.0,3,2.0,5,,1,3,1991,,
719,,,141.0,,3,1,,,3,m,98,3,2,sales executive,1,,4194.0,14363,1,True,0.18,,4,0,5.0,3,3.0,5,,0,3,1998,,
720,,,1265.0,,3,3,,,3,f,95,4,2,laboratory technician,4,married,,23726,2,True,0.13,,2,1,17.0,1,2.0,5,,1,3,1981,,
721,,,1075.0,,3,2,human resources,,4,m,57,3,1,human resources,2,divorced,,22650,3,True,0.11,,3,1,,4,4.0,4,,0,3,1990,,
722,,rarely,1086.0,,7,1,medical,,1,f,62,2,1,laboratory technician,4,,2532.0,6054,6,False,0.14,,3,3,8.0,5,3.0,4,,0,3,1994,,
723,,no,152.0,,10,3,,,3,f,85,3,2,sales executive,4,,5666.0,19899,1,True,0.13,,2,0,6.0,1,3.0,5,,1,3,1985,,
724,,rarely,974.0,research & development,1,4,,,4,f,91,3,1,laboratory technician,4,divorced,,11005,3,False,0.14,,4,2,8.0,2,3.0,5,,0,2,1978,research & development,
725,,frequently,853.0,,1,1,,,3,f,,3,2,manufacturing director,1,,,11275,1,False,0.12,,3,1,4.0,1,3.0,4,,0,3,1992,,
726,,,217.0,research & development,8,1,life sciences,,2,m,94,1,1,laboratory technician,1,,,6881,1,,0.15,,1,1,4.0,3,2.0,4,,1,1,2001,research & development,
727,,rarely,715.0,,2,3,,,3,f,69,2,4,manufacturing director,4,,13726.0,21829,3,,0.13,,1,0,,4,3.0,5,,4,3,1964,,
728,,,1234.0,sales,11,2,,,4,f,90,3,4,manager,4,married,,5404,3,False,0.13,,2,1,26.0,4,4.0,9,,1,1,1978,sales,
729,,rarely,788.0,,24,4,,,2,m,36,3,1,human resources,2,,,8318,1,False,0.16,,1,0,,3,3.0,6,,0,4,1978,,
730,,rarely,124.0,,3,3,,,4,f,35,3,2,healthcare representative,2,,4107.0,13848,3,False,0.15,,1,0,8.0,3,2.0,4,,0,1,1986,,
731,,,921.0,,26,1,medical,,1,f,66,2,1,research scientist,3,,,25265,1,False,0.13,,3,2,,5,3.0,5,,1,3,1997,,
732,,,192.0,,1,2,medical,,1,m,59,2,1,laboratory technician,1,married,,11141,1,False,0.16,,1,2,6.0,2,3.0,5,,1,3,1997,,
733,,,,,42,1,,,42,m,67,2,1,research scientist,2,marreid,,19911,0,False,0.17,,1,0,,2,1.0,5,,0,4,1995,,
734,,,477.0,,24,3,medical,,4,m,49,3,1,laboratory technician,2,single,3597.0,6409,8,False,0.22,,4,0,6.0,2,3.0,4,,1,2,1999,,
735,,rarely,852.0,,10,3,marketing,,3,m,72,2,2,sales executive,3,married,,2706,1,False,0.18,,1,1,,3,3.0,10,,1,4,1993,,
736,,,1372.0,,9,3,,,1,f,85,1,2,sales executive,3,single,,9489,8,False,0.13,,2,0,7.0,2,2.0,4,,1,3,1980,,
737,,rarely,1329.0,,29,4,life sciences,,3,m,61,3,2,sales executive,1,divorced,4115.0,13192,8,,0.19,,3,3,8.0,3,3.0,4,,0,3,1993,,
738,,rarely,150.0,,2,4,technical degree,,4,m,60,3,2,manufacturing director,4,divorced,,17433,2,,0.11,,3,1,,3,2.0,6,,1,4,1977,,
739,,no,,human resources,2,5,,,4,m,79,4,2,human resources,1,married,6272.0,12858,7,False,0.16,,1,1,,3,4.0,4,,0,3,1981,human resources,
740,,,,,10,4,life sciences,,3,m,57,3,2,sales executive,4,single,,20623,0,False,0.14,,2,0,5.0,4,3.0,4,,1,1,1998,,
741,,,1167.0,,4,2,,,1,m,76,3,1,research scientist,3,divorced,2517.0,3208,1,,0.11,,2,3,,2,,5,,0,3,1996,,
742,,rarely,206.0,,8,4,life sciences,,4,m,99,3,5,manager,2,single,,4022,6,False,0.14,,1,0,36.0,4,3.0,7,,7,7,1967,,
743,,frequently,,sales,1,3,marketing,,3,f,66,3,2,sales executive,1,,,4297,0,,0.17,,4,1,,2,3.0,9,,1,7,1982,sales,
744,,,736.0,,26,3,life sciences,,3,m,48,2,2,sales executive,1,married,,24232,1,,0.11,,3,1,5.0,0,3.0,5,,0,4,1995,,
745,,frequently,322.0,,28,2,,,4,f,59,4,4,manufacturing director,3,married,,9731,2,,0.11,,2,1,,3,2.0,5,,0,2,1971,,
746,,rarely,683.0,,2,1,medical,,1,m,36,2,1,research scientist,4,single,3904.0,4050,0,False,0.12,,4,0,5.0,2,3.0,4,,1,1,1997,,
747,,frequently,1475.0,,28,2,,,1,m,97,2,2,laboratory technician,1,,,22710,3,False,0.2,,1,0,20.0,2,,4,3.0,1,3,1974,,
748,,frequently,560.0,,1,4,other,,4,m,91,3,1,research scientist,1,,,20284,5,,0.14,,3,2,10.0,2,3.0,4,,1,3,1989,,
749,,,,,7,5,marketing,,4,m,97,3,2,sales executive,4,,9204.0,23343,4,,0.12,,3,1,7.0,3,,4,,0,3,1991,,
750,,,,,7,3,medical,,4,m,54,3,2,sales executive,1,,4373.0,17456,0,False,0.14,,1,2,5.0,2,3.0,4,,0,3,1990,,
751,,,115.0,sales,13,3,,,1,f,51,3,2,sales executive,2,single,,17485,5,False,0.11,,1,0,7.0,4,1.0,5,,0,0,1994,sales,
752,,,,,16,3,life sciences,,3,m,46,3,1,human resources,3,,2064.0,15428,0,,0.21,,1,1,6.0,3,4.0,5,,1,3,1993,,
753,,,507.0,research & development,11,1,life sciences,,11,m,97,3,2,laboratory technician,3,single,,24812,0,False,0.14,,2,0,5.0,2,3.0,4,,1,2,2000,research & development,
754,,,575.0,,25,3,,,4,m,44,2,2,manufacturing director,2,,,24152,1,False,0.13,,4,0,5.0,2,3.0,5,,0,2,1990,,
755,,,,,28,4,,,2,f,98,2,1,sales representative,3,married,2430.0,26204,0,,0.23,,1,2,6.0,5,3.0,5,,4,2,1988,,
