,Unnamed: 0,employee_number,department,job_role,job_level,job_involvement,years_at_company,years_since_last_promotion,years_with_current_manager,training_times_last_year,remote_work,performance_rating,attrition,marital_status,distance_from_home,education,education_field,total_working_years,num_companies_worked
1470,1178,3247,,manufacturing director,2,1,4,1,2,3,True,3.0,False,divorced,35,3,medical,,5
1471,1187,3256,,research director,4,3,4,1,0,3,False,4.0,False,,14,2,life sciences,,6
1472,1190,3259,,research scientist,1,3,1,0,0,2,,3.0,False,,4,3,,1.0,1
1473,1193,3262,,sales representative,1,3,3,0,2,5,False,3.0,False,,18,3,technical degree,3.0,1
1474,1195,3264,,sales executive,2,4,15,0,9,2,True,3.0,False,divorced,46,4,,16.0,0
1475,1199,3268,research & development,research scientist,1,2,3,0,2,2,False,3.0,False,divorced,6,3,life sciences,,1
1476,1200,3269,,laboratory technician,1,3,1,0,0,4,,,True,married,12,1,,,1
1477,1204,3273,,sales executive,2,2,5,1,3,2,False,3.0,False,divorced,10,3,,7.0,7
1478,1205,3274,,research scientist,1,2,1,0,0,2,,4.0,True,,10,3,,,1
1479,1209,3278,,research scientist,1,3,3,1,2,3,False,3.0,False,,2,3,,,2
1480,1223,3292,,healthcare representative,2,3,5,1,2,6,True,3.0,False,,15,4,,9.0,5
1481,1224,3293,research & development,laboratory technician,1,2,4,0,3,2,True,3.0,True,,17,3,,,5
1482,1228,3297,,laboratory technician,1,3,1,0,0,2,,4.0,False,divorced,24,1,life sciences,1.0,1
1483,1229,3298,,laboratory technician,1,4,1,0,0,2,False,3.0,False,,16,2,,,1
1484,1233,3302,,research scientist,1,3,2,2,0,2,False,3.0,True,,1,3,,6.0,2
1485,1237,3306,research & development,research scientist,1,3,1,0,0,1,False,4.0,False,married,24,2,life sciences,8.0,4
1486,1238,3307,,laboratory technician,1,4,1,0,1,2,,,False,,46,1,,1.0,1
1487,1242,3311,,research scientist,3,3,1,0,0,2,True,3.0,False,,7,3,life sciences,,2
1488,1243,3312,,research scientist,1,2,1,0,0,0,,3.0,True,,9,3,medical,,0
1489,1245,3314,research & development,research director,3,3,0,0,0,3,False,3.0,False,,6,4,other,,4
1490,1248,3317,,research scientist,1,3,1,0,0,2,True,3.0,False,single,1,1,life sciences,,1
1491,1252,3321,,research scientist,2,2,1,0,0,3,,3.0,False,,24,4,life sciences,,6
1492,1259,3328,,sales representative,1,1,0,0,0,5,True,4.0,True,,1,1,,1.0,0
1493,1261,3330,,manufacturing director,2,2,1,0,1,1,,3.0,True,,23,2,,8.0,3
1494,1264,3333,sales,manager,3,3,1,0,0,3,False,3.0,False,single,6,3,life sciences,,3
1495,1268,3337,,manager,5,4,24,1,7,2,False,3.0,False,,1,3,,25.0,0
1496,1270,3339,,research scientist,1,3,1,0,0,0,,3.0,False,married,38,3,,1.0,1
1497,1272,3341,,sales executive,2,2,0,0,0,2,,3.0,False,married,2,3,medical,10.0,2
1498,1274,3343,,sales executive,2,4,8,7,7,3,False,4.0,False,,7,2,medical,8.0,1
1499,1277,3346,research & development,laboratory technician,1,3,0,0,0,2,True,3.0,True,single,3,3,,0.0,1
1500,1279,3348,,sales representative,1,2,0,0,0,2,False,3.0,False,,10,3,,0.0,1
1501,1281,3350,research & development,healthcare representative,3,3,1,0,0,1,,3.0,False,married,15,3,,,8
1502,1282,3351,,sales representative,2,3,0,0,0,3,False,3.0,False,,4,1,medical,5.0,3
1503,1294,3363,,laboratory technician,2,2,1,0,0,3,True,4.0,False,married,2,3,,,6
1504,1295,3364,,laboratory technician,2,3,10,1,8,2,False,3.0,False,,17,2,,10.0,1
1505,1299,3368,,manufacturing director,2,3,5,0,4,2,,,False,,2,2,medical,20.0,5
1506,1300,3369,,laboratory technician,2,3,1,0,0,3,False,3.0,False,single,8,4,life sciences,,7
1507,1301,3370,,healthcare representative,3,3,1,0,0,2,True,3.0,True,,42,3,,12.0,3
1508,1304,3373,,sales executive,2,3,0,0,0,5,,3.0,False,,29,2,,8.0,5
1509,1306,3375,,healthcare representative,2,3,1,0,0,4,,3.0,False,,10,3,,18.0,3
1510,1313,3382,sales,sales executive,2,3,5,1,2,3,False,3.0,False,divorced,8,4,marketing,6.0,0
1511,1314,3383,,research scientist,1,3,1,0,0,2,False,4.0,False,,3,3,,1.0,1
1512,1321,3390,,healthcare representative,2,3,1,0,0,2,,3.0,False,divorced,2,4,,16.0,2
1513,1330,3399,,research scientist,1,3,0,0,0,6,,3.0,False,married,3,3,medical,0.0,1
1514,1331,3400,,sales executive,2,2,1,0,0,2,,,False,,16,4,marketing,9.0,4
1515,1332,3401,,laboratory technician,1,3,3,0,2,2,True,,False,divorced,1,3,life sciences,4.0,0
1516,1337,3406,,manufacturing director,2,3,1,0,0,2,False,4.0,False,divorced,8,3,,4.0,4
1517,1346,3415,research & development,laboratory technician,1,3,1,0,0,2,False,3.0,True,single,4,3,technical degree,1.0,1
1518,1347,3416,,healthcare representative,2,2,5,1,4,3,,3.0,False,,1,3,,6.0,0
1519,1348,3417,,research scientist,1,3,1,0,0,4,False,4.0,True,single,2,3,,7.0,4
1520,1353,3422,,research scientist,1,2,1,0,0,2,False,3.0,True,,16,3,medical,1.0,1
1521,1355,3424,research & development,laboratory technician,1,3,1,0,0,5,True,,False,married,9,3,,8.0,4
1522,1357,3426,,sales executive,2,3,1,0,0,1,False,3.0,False,,3,4,life sciences,19.0,8
1523,1368,3437,,laboratory technician,2,1,1,0,0,3,False,3.0,False,,29,3,,16.0,4
1524,1373,3442,,research scientist,1,2,0,0,0,5,,3.0,True,married,3,4,life sciences,1.0,0
1525,1376,3445,,sales executive,2,3,0,0,0,2,False,3.0,False,,2,4,,,5
1526,1377,3446,,laboratory technician,1,3,1,0,0,3,True,3.0,True,,17,2,life sciences,1.0,1
1527,1383,3452,,research scientist,1,4,1,0,0,5,,3.0,False,,20,3,technical degree,2.0,0
1528,1387,3456,,research scientist,2,4,1,0,0,2,False,3.0,False,married,34,4,medical,18.0,6
1529,1388,3457,,laboratory technician,1,2,7,7,7,6,False,3.0,False,single,6,2,medical,8.0,0
1530,1399,3468,,sales representative,1,3,1,0,0,3,True,,False,,26,1,life sciences,1.0,1
1531,1401,3470,,sales representative,1,3,1,0,0,2,,3.0,False,married,13,2,,1.0,1
1532,1403,3472,,research scientist,1,2,1,0,0,2,False,3.0,False,,1,3,life sciences,1.0,1
1533,1409,3478,,laboratory technician,1,3,1,0,0,2,True,3.0,True,,14,3,,1.0,1
1534,1412,3481,,sales executive,2,3,1,0,0,5,True,3.0,False,single,1,4,life sciences,,6
1535,1414,3483,,manager,5,2,1,0,1,2,False,4.0,False,,9,2,,24.0,8
1536,1421,3490,,laboratory technician,1,3,0,0,0,5,True,3.0,False,,4,2,,7.0,7
1537,1422,3491,,laboratory technician,1,3,1,0,0,2,True,3.0,True,single,2,4,life sciences,1.0,1
1538,1426,3495,,research scientist,1,3,10,0,8,2,True,3.0,False,married,21,1,,10.0,1
1539,1428,3497,sales,sales executive,2,1,0,0,0,2,False,3.0,True,single,1,2,,10.0,6
1540,1433,3502,,research scientist,1,2,1,0,0,2,True,3.0,False,divorced,4,3,technical degree,,1
1541,1436,3505,,research scientist,1,2,1,0,0,4,False,3.0,True,,17,3,technical degree,6.0,9
1542,1437,3506,,research director,5,2,1,0,0,2,False,3.0,False,married,44,3,,34.0,8
1543,1438,3507,,sales representative,1,3,1,1,0,3,True,3.0,True,single,7,1,marketing,,1
1544,1440,3509,,human resources,2,3,10,4,7,4,True,3.0,False,divorced,8,2,other,19.0,2
1545,1441,3510,,healthcare representative,2,4,0,0,0,2,False,,False,married,13,3,,10.0,5
1546,1446,3515,,healthcare representative,2,1,7,1,6,3,False,,False,divorced,29,1,life sciences,11.0,8
1547,1449,3518,,research scientist,1,2,1,1,0,3,False,,True,,24,2,,1.0,1
1548,1452,3521,research & development,research scientist,1,3,1,0,0,2,True,4.0,True,single,7,1,life sciences,1.0,1
1549,1465,3534,,human resources,1,3,2,1,2,3,False,3.0,False,,2,3,,6.0,4
1550,1467,3536,,manager,5,3,6,1,3,3,False,3.0,False,,9,3,,,2
1551,1472,3541,,sales executive,3,3,11,4,1,5,True,3.0,False,married,1,1,,11.0,1
1552,1473,3542,,manager,4,3,22,0,4,2,True,3.0,False,,2,4,,,1
1553,1474,3543,research & development,healthcare representative,3,4,18,3,7,5,True,,False,,1,3,,19.0,0
1554,1475,3544,,research director,3,2,11,2,9,3,,3.0,False,,15,2,life sciences,,0
1555,1476,3545,,research director,4,2,25,3,9,3,True,3.0,False,,12,3,,,1
1556,1488,3557,,manager,5,3,5,4,2,2,False,3.0,False,divorced,4,4,,28.0,4
1557,1493,3562,,sales executive,2,3,8,5,7,3,,4.0,False,married,48,4,,10.0,4
1558,1495,3564,research & development,manager,4,3,19,11,16,3,True,3.0,False,,1,4,,22.0,2
1559,1510,3579,,research scientist,1,2,2,2,2,5,False,3.0,False,,9,4,life sciences,3.0,0
1560,1512,3581,,laboratory technician,1,3,5,0,4,2,,3.0,False,,1,2,,5.0,1
1561,1513,3582,,healthcare representative,3,2,5,0,0,2,False,4.0,False,single,7,3,other,,8
1562,1521,3590,,laboratory technician,1,3,2,0,2,5,,3.0,True,married,3,3,medical,6.0,5
1563,1522,3591,,healthcare representative,4,3,20,4,10,2,True,3.0,False,married,33,2,medical,21.0,0
1564,1531,3600,,research scientist,2,4,7,0,7,0,False,3.0,False,single,2,4,medical,,7
1565,1536,3605,,sales executive,2,2,7,1,7,2,True,3.0,False,divorced,10,1,,7.0,1
1566,1537,3606,,research scientist,2,4,7,6,7,2,True,3.0,False,divorced,6,3,medical,13.0,4
1567,1542,3611,,sales executive,4,4,7,7,7,0,True,3.0,False,married,6,3,life sciences,36.0,9
1568,1543,3612,,laboratory technician,1,3,11,6,7,2,,3.0,False,single,2,3,,12.0,0
1569,1545,3614,,sales executive,2,3,8,3,7,3,False,3.0,False,,2,3,other,,0
1570,1550,3619,,human resources,3,3,9,7,1,1,False,,False,,24,4,,16.0,2
1571,1556,3625,,research director,3,3,7,7,7,6,False,3.0,False,single,3,2,life sciences,10.0,3
1572,1558,3627,research & development,research scientist,1,1,7,3,7,4,True,3.0,True,,1,2,,10.0,7
1573,1564,3633,,healthcare representative,2,4,8,3,7,2,True,4.0,False,,2,2,medical,8.0,1
1574,1566,3635,,research scientist,1,4,10,0,7,3,False,4.0,False,married,23,2,,10.0,1
1575,1568,3637,sales,sales executive,2,3,8,7,5,2,False,4.0,False,,43,4,,8.0,1
1576,1569,3638,,research scientist,1,2,8,1,7,2,,3.0,True,married,5,2,medical,8.0,1
1577,1574,3643,,healthcare representative,2,3,9,8,5,2,,3.0,False,,12,3,medical,10.0,0
1578,1577,3646,,sales executive,3,4,8,0,7,3,True,3.0,False,single,13,5,,9.0,0
1579,1579,3648,,manufacturing director,3,3,8,0,7,3,False,3.0,False,,7,2,medical,,6
